actual,proposed
0.30000463128089905,0.20000000298023224
0.3015044629573822,0.20000000298023224
0.30300432443618774,0.20000000298023224
0.3045041859149933,0.20000000298023224
0.30600404739379883,0.20000000298023224
0.30750390887260437,0.20000000298023224
0.3090038001537323,0.20000000298023224
0.15238399803638458,0.18202456831932068
0.15529286861419678,0.20000000298023224
0.1601690798997879,0.20000000298023224
0.15519747138023376,0.20000000298023224
0.1531791090965271,0.19967415928840637
0.13588865101337433,0.19202256202697754
0.12945690751075745,0.17864738404750824
0.11864502727985382,0.17844878137111664
0.10351292043924332,0.15906700491905212
0.0841178223490715,0.15359342098236084
0.06923216581344604,0.1473034918308258
0.05006934329867363,0.13834738731384277
0.026684356853365898,0.1285240650177002
0.0,0.10644235461950302
0.0,0.10130484402179718
0.0,0.0896495133638382
0.0,0.07885956764221191
0.0,0.06493821740150452
0.0,0.05311436206102371
0.0,0.028649644926190376
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00997406430542469,0.0
0.022319070994853973,0.0
0.043141577392816544,0.0
0.05925390496850014,0.0
0.075090691447258,0.012658342719078064
0.09938178211450577,0.06341324001550674
0.11894083023071289,0.06898193806409836
0.15294551849365234,0.08141298592090607
0.1629919409751892,0.08279159665107727
0.17725719511508942,0.08862841874361038
0.20085477828979492,0.0962308719754219
0.20590564608573914,0.0979752242565155
0.2109055519104004,0.10049062222242355
0.22021591663360596,0.10473304986953735
0.2207016497850418,0.1042397990822792
0.2260282337665558,0.107505664229393
0.22215233743190765,0.10664021968841553
0.20591920614242554,0.10262144356966019
0.20239366590976715,0.10407713055610657
0.1858556866645813,0.09800031781196594
0.17391927540302277,0.09637212753295898
0.1577950268983841,0.09182160347700119
0.11754992604255676,0.08128548413515091
0.09782540798187256,0.07623747736215591
0.07399089634418488,0.06918825209140778
0.04609508067369461,0.06104159727692604
3.7017241993453354e-05,0.059126488864421844
0.0,0.026572298258543015
0.0,0.024134432896971703
0.0,0.0
0.0,0.0004253274528309703
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.004526791628450155,0.0
0.024763567373156548,0.010593985207378864
0.031334370374679565,0.022925378754734993
0.036721475422382355,0.0257071815431118
0.03857304900884628,0.02816355787217617
0.04817967116832733,0.03254130110144615
0.05328323692083359,0.03320589289069176
0.06266822665929794,0.03662436455488205
0.050709523260593414,0.034087322652339935
0.03832881897687912,0.02615123987197876
0.030473140999674797,0.027271350845694542
0.027074240148067474,0.027379456907510757
0.019349420443177223,0.024649376049637794
0.01607506535947323,0.024627799168229103
0.013964492827653885,0.023610150441527367
0.006347143556922674,0.020741844549775124
2.2924399672774598e-05,0.019507721066474915
0.0,0.018399905413389206
0.0,0.015412529930472374
0.0,0.015162949450314045
0.0,0.015842556953430176
0.0,0.010035867802798748
0.24316257238388062,0.20000000298023224
0.24158048629760742,0.1277301013469696
0.238438680768013,0.1305370181798935
0.2412363886833191,0.13474594056606293
0.23962022364139557,0.13579581677913666
0.23801171779632568,0.13927140831947327
0.23641033470630646,0.13973963260650635
0.23481501638889313,0.14049296081066132
0.23164063692092896,0.1404758244752884
0.22570110857486725,0.13970011472702026
0.21546685695648193,0.13687194883823395
0.2053537666797638,0.13476498425006866
0.19535592198371887,0.13247698545455933
0.18110856413841248,0.12816530466079712
0.16702581942081451,0.12460026890039444
0.15309925377368927,0.12087631225585938
0.13932135701179504,0.11701174825429916
0.12132584303617477,0.1111590638756752
0.10352461785078049,0.10608401149511337
0.08154941350221634,0.09901408851146698
0.06416923552751541,0.09457933157682419
0.03823497146368027,0.08539223670959473
0.012577012181282043,0.07789339870214462
0.0,0.06838569790124893
0.0,0.06150076165795326
0.0,0.06662394106388092
0.0,0.035614319145679474
0.0,0.032007161527872086
0.0,0.021776964887976646
0.0,0.028192322701215744
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,2.8855338314315304e-06
0.0,0.015503919683396816
0.0,0.017626550048589706
0.0,0.017218034714460373
0.0,0.021403390914201736
0.0,0.021434927359223366
0.0,0.019983362406492233
0.0,0.021237162873148918
0.0,0.02152847684919834
0.0,0.019179198890924454
0.0,0.01651245541870594
0.0,0.01840921677649021
0.0,0.010996147990226746
0.0,0.01458687148988247
0.0,0.012624534778296947
0.0,0.008615636266767979
0.0,0.004673192277550697
0.09990354627370834,0.003431532299146056
0.0964675024151802,0.1933736652135849
0.10679329186677933,0.10638227313756943
0.1073642298579216,0.10728023201227188
0.11220724880695343,0.11061836779117584
0.11254680156707764,0.11089631170034409
0.1171669065952301,0.11368723213672638
0.1172918826341629,0.11348229646682739
0.11734601855278015,0.1158469095826149
0.12169082462787628,0.11526563763618469
0.11719101667404175,0.11357104033231735
0.11269049346446991,0.1126096248626709
0.10382921248674393,0.10961419343948364
0.0993848368525505,0.10921993851661682
0.09493425488471985,0.10777079313993454
0.0861181765794754,0.10434421896934509
0.07735525071620941,0.10170501470565796
0.06864213943481445,0.10453379899263382
0.05561661347746849,0.09899862855672836
0.04269520938396454,0.08681447058916092
0.029871657490730286,0.08642886579036713
0.021500252187252045,0.08969198167324066
0.013155543245375156,0.08372107893228531
0.004835963249206543,0.08046790957450867
0.17852817475795746,0.20000000298023224
0.17804427444934845,0.1601477712392807
0.17546765506267548,0.16918407380580902
0.17300528287887573,0.1640033721923828
0.15865902602672577,0.15280994772911072
0.14754478633403778,0.16247685253620148
0.12547548115253448,0.16084101796150208
0.11015394330024719,0.14676180481910706
0.07987604290246964,0.14429856836795807
0.04553968459367752,0.11993319541215897
0.030735261738300323,0.12960600852966309
0.016003474593162537,0.11984861642122269
0.00569842429831624,0.10714250802993774
0.0,0.11465078592300415
0.0,0.10461556911468506
0.0,0.10098030418157578
0.0,0.08891932666301727
0.0,0.0894865095615387
0.0,0.07174761593341827
0.0,0.07889623194932938
0.0,0.059221964329481125
0.0,0.08105053007602692
0.0,0.05654333531856537
0.0,0.05633912235498428
0.0,0.05148681625723839
0.0,0.054071828722953796
0.0,0.04377073422074318
0.0,0.03989412263035774
0.0,0.03693123534321785
0.0,0.029913708567619324
0.0,0.02006424404680729
0.0,0.009634478949010372
0.0,0.01309445034712553
0.0,0.009199341759085655
0.0,0.004600263200700283
0.0,0.0009577271994203329
0.0,0.0012375488877296448
0.0,0.0006363640422932804
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.042439479380846024,0.0
0.040277235209941864,0.010177058167755604
0.030574148520827293,0.007768637966364622
0.029749134555459023,0.005266866181045771
0.04203343018889427,0.007307907100766897
0.04980923980474472,0.013065689243376255
0.05210097134113312,0.01427596528083086
0.05546088144183159,0.01273032184690237
0.05880187451839447,0.014865037053823471
0.06212584301829338,0.017301950603723526
0.0523567870259285,0.01852908544242382
0.05147133022546768,0.01417059451341629
0.05498243495821953,0.01620829850435257
0.04975228011608124,0.018236951902508736
0.044619932770729065,0.015632394701242447
0.04394059255719185,0.014821341261267662
0.03893176466226578,0.015822570770978928
0.03401174023747444,0.014026525430381298
0.024817639961838722,0.013111882843077183
0.015765562653541565,0.010294249281287193
0.011207487434148788,0.008330113254487514
0.006718310993164778,0.008164973929524422
0.0,0.007054624613374472
0.0,0.004063507076352835
0.0,0.0019454944413155317
0.0,0.0016437795711681247
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.07433285564184189,0.0
0.08735580742359161,0.0
0.10250319540500641,0.0
0.1087823435664177,0.0
0.11068019270896912,0.005883258301764727
0.12133555859327316,0.020603593438863754
0.12319118529558182,0.020461736246943474
0.1294489949941635,0.023984331637620926
0.1331927627325058,0.02720683068037033
0.13080254197120667,0.025991471484303474
0.13933855295181274,0.028920559212565422
0.13706238567829132,0.03220459446310997
0.1305254101753235,0.028993569314479828
0.1179099753499031,0.027857180684804916
0.11181861162185669,0.026630621403455734
0.06720569729804993,0.01730261743068695
0.05767383426427841,0.016165493056178093
0.04394052177667618,0.012187384068965912
0.03041752427816391,0.00905146449804306
0.017096206545829773,0.011432214640080929
0.0,0.0003942393232136965
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.05735292285680771,0.0
0.06851090490818024,0.0
0.07520212233066559,0.0
0.07749313861131668,0.0
0.09288216382265091,0.0
0.11017131805419922,0.0
0.11656320840120316,0.012392296455800533
0.11857152730226517,0.01828036643564701
0.1293351948261261,0.023659393191337585
0.131296306848526,0.023490827530622482
0.133297860622406,0.025126732885837555
0.1417182832956314,0.028584884479641914
0.15249602496623993,0.029254605993628502
0.15447445213794708,0.03454082831740379
0.15649643540382385,0.035857610404491425
0.14770986139774323,0.03508257865905762
0.14567187428474426,0.035521093755960464
0.1480841338634491,0.037775587290525436
0.12265827506780624,0.03758157044649124
0.09820716083049774,0.02298205904662609
0.08410287648439407,0.02280472032725811
0.07022862136363983,0.019798729568719864
0.043496787548065186,0.011114099994301796
0.012862449511885643,0.01619751751422882
0.0,0.002737370552495122
0.0,0.004133856855332851
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.05711790919303894,0.0
0.07515062391757965,0.0
0.08188779652118683,0.0
0.08858257532119751,0.0
0.09523817896842957,0.0
0.10621563345193863,0.0
0.12145646661520004,0.0020116837695240974
0.12782889604568481,0.020108936354517937
0.1341785043478012,0.02276226133108139
0.13614873588085175,0.023538857698440552
0.13380125164985657,0.023328520357608795
0.13155430555343628,0.024526294320821762
0.13376307487487793,0.02502640150487423
0.1253211796283722,0.025470878928899765
0.12344185262918472,0.02586626634001732
0.12164505571126938,0.026218343526124954
0.11822612583637238,0.02592407912015915
0.10650929063558578,0.025452883914113045
0.1008414775133133,0.022811805829405785
0.09093475341796875,0.024732451885938644
0.08556254208087921,0.021068884059786797
0.07593914121389389,0.017313765361905098
0.06153339892625809,0.01604413613677025
0.04754673317074776,0.014908762648701668
0.04291759058833122,0.011897151358425617
